title,status,image,chCount,vCount,rating,synopsis,genre
Minimum,Finished,https://media.kitsu.io/manga/poster_images/11949/large.jpg?1434275428,58,7,69.64,"Itou is just your average high school boy with a love for photographing. Or so it seems. Having low self-esteem he doesn't dare to approach any girls. He instead seeks love in his pictures. One day when he was tempted by his classmate's porn video, Itou takes it upon him to google the Internet for some porn. But unexpectedly, he arrives on a homepage he can't read. When he hits the keyboard in his desperation, the dvd drive explodes and something that looks like a miniature girl crawls out of it. Who is she? And how will Itou face this situation?
(Source: PROzess)","['sci-fi', 'ecchi']"
Blood: The Last Vampire (2002),Finished,https://media.kitsu.io/manga/poster_images/2331/large.jpg?1434254312,6,1,69.63,"In 2000, 39 years after the events of the movie, Saya hunts another den of Chiropterans, but the one in charge of the Chiropterans appears to be Saya's twin. Meanwhile, more is learned of Saya's relationship with the US Government, her origin and that of the US Government.","['vampire', 'horror']"
Sasaki-kun ga Juudan Tometa,Finished,https://media.kitsu.io/manga/poster_images/39452/large.jpg?1506648276,1,,69.63,"To Sasaki, his teacher Kawaguchi is God. She taught him not to be ashamed of his own dreams and made him feel fully capable to forge forward and make them come true, no matter how low the odds. Yet one day, trouble from Kawaguchi's past follows her into the classroom. With his god in danger of total humiliation, Sasaki sets out to protect his teacher using her very own teachings: to strive for the impossible.

(Source: MAL Rewrite)","['supernatural', 'drama']"
DNA²: Dokoka de Nakushita Aitsu no Aitsu,Finished,https://media.kitsu.io/manga/poster_images/1544/large.jpg?1434252625,43,5,69.62,"Japan in the future has a massive over-population problem. Scientists have traced the root of this problem to one particular individual, Junta Monamari. According to their records, Junta was a ""Mega-Playboy"" who sired children with over a hundred women. Each one of his sons inherited the Mega-Playboy gene too, so the problem grew exponentially from thereon. Enter Karin Aoi, a ""DNA Operator"". Karin is sent back to the past with a mission: to alter Junta's DNA and prevent him from ever becoming the Mega-Playboy, thereby eliminating the world's overpopulation problem. Junta's DNA can only be altered by shooting him with a special bullet called DCM which contains the chemical for suppressing the Mega-Playboy DNA. In return, Karin gets a vast sum of money... enough to make all her dreams come true. Will Junta become the playboy he is destined to be, or will his better self prevail? But Karin is falling for the real Junta too... and what of the sweet and kindly Ami who has secretly loved Junta all her life? What will happen to future Japan? (Source: Manganews)","['comedy', 'sci-fi', 'sports', 'romance']"
The Unwanted Roommate,Finished,https://media.kitsu.io/manga/poster_images/55275/large.jpg?1570056681,19,,69.62,"I was forced to let my friend's younger sister live at my place. She doesn't even pay rent or do any of the housework! This isn't fair!
",['none']
Manuke na FPS Player ga Isekai e Ochita Baai,Ongoing,https://media.kitsu.io/manga/poster_images/37489/large.jpg?1519706428,,0,69.62,"The protagonist is a player of a VRMMOFPS game who ends up falling off the map while playing in PvE mode, and ends up being transported to a fantasy world with his FPS system.

(Source: MU)","['fantasy', 'action']"
Secretary,Finished,https://media.kitsu.io/manga/poster_images/4515/large.jpg?1434259035,1,0,69.62,"A very short story about a secretary in love with his married boss.
(Source: MU)",['yaoi']
Yuusen Shoujo: Plug-in Girl,Finished,https://media.kitsu.io/manga/poster_images/6860/large.jpg?1434264155,14,3,69.62,"Six years ago, Tsukihiko was caught in an assassination attempt on a little girl, Sami, when he attempted to be her shield. This incident nearly killed him and the girl together, but the little girl was the daughter of an extremely powerful family. With its vast amount of resources, the family was able to keep both Tsukihiko and Sami alive by recreating both of their bodies with cyborg technology. This has forced Sami to permanently rely on wired connection to her life sustaining computer. On the other hand, Tsukihiko has become a cyborg ""Knight,"" sworn to protect Sami from harms way.
(Source: MangaHelpers)","['sci-fi', 'romance', 'action']"
Girlfriend,Finished,https://media.kitsu.io/manga/poster_images/2883/large.jpg?1434255483,26,5,69.61,"Penned by Masaya Hokazono (Inugami, Watashi wa ai) and illustrated by Court Betten (Prince Standard, Harukaze - Bitterpop), Girlfriend features charming and sexy short stories involving romantic relationships between high-schoolers in contemporary Japan.
(Source: Kotonoha)","['school', 'slice-of-life', 'drama', 'romance', 'ecchi']"
Nousatsu Rock Shounen,Finished,https://media.kitsu.io/manga/poster_images/6241/large.jpg?1439703168,9,2,69.61,"Fujisaki Maki once had a peaceful life, but one day, she decides to help Nobitani, who was being bullied, and now everyone's bullying her! Because Nobitani feels guilty, he gives Maki tickets to a famous local band called 'East Robo'. Maki decides to go and during the concert, the leader singer plays a ballad and is looking at Maki?!

Included one-shots:
Volume 1: Nousatsu Rock Star (pilot); Bagutte Change","['comedy', 'music', 'shoujo-ai', 'romance']"
Gyakusou Shoujo: Owaranai Natsuyasumi,Finished,https://media.kitsu.io/manga/poster_images/24034/large.jpg?1434301924,10,2,69.61,"Toko is a shy, awkward girl who hates her summer holidays. They just don't seem to end, and she's right. She is stuck on August 31st. Every day's the same as any other August 31st, except when a new character comes and changes how her whole day goes, and what she learns later on is not what she wanted to know...
(Source: MU)","['mystery', 'supernatural', 'psychological', 'school', 'drama']"
♀x♀=♥,Finished,https://media.kitsu.io/manga/poster_images/6976/large.jpg?1434264410,1,0,69.61,"Madoka tells Mayu she likes her and then runs away when Mayu asks her out. Mayu tracks her down and the two of them begin dating, but there's something Madoka isn't telling her... 
(Source: Lililicious)",['yuri']
Atashi no Bambi,Finished,https://media.kitsu.io/manga/poster_images/15509/large.jpg?1434283435,4,1,69.61,"Haruko Nanase wasn’t always the brightest student, but through sheer hard work she successfully entered a prestigious high school and is at the top of her class. While riding the train one day, she witnesses a fight involving a guy wearing the same uniform as her. When the fight is over, he demands that she pay him a fee for watching it but she escapes. The escape is not to last though, because the next day the guy turns out to be in the same class, and worse, his seat is next to hers. 
(Source: Keijo Shoujo Scans)","['school', 'shoujo-ai', 'romance']"
Valkyrie Profile,Ongoing,https://media.kitsu.io/manga/poster_images/4021/large.jpg?1434257967,12,2,69.6,"Ragnarok, the End of the World, draws near. Odin, Lord of the Gods, summons Lenneth Valkyrie, one of the three Goddesses of Destiny. Lenneth is assigned the task of recruiting men's souls worthy of becoming Einherjar - heroes that will serve the Gods during Ragnarok. As Lenneth travels Midgard, the plane of mortals, collecting souls, she is faced with events that cause her to question who and what she is.","['martial-arts', 'fantasy']"
Metropolitan System,Ongoing,https://media.kitsu.io/manga/poster_images/54590/large.jpg?1557481822,,,69.6,"Jiang Bai was killed in a truck accident when trying to escape from a high risk casino after winning a huge amount of money but instead of dying, his soul was transported into a parallel world that is similar to Earth and merge with his alternate pathetic self. Over there he met the mad god who grant him a powerful BUG ability in this new world. Jiang Bai is now stuck in his alternate world self, who is far weaker and less more influential than the original him. Can he make a comeback in this new parallel earth with his new cheat abilities?

(Source: MU)",['none']
Uta∽Kata,Finished,https://media.kitsu.io/manga/poster_images/2029/large.jpg?1434253679,7,1,69.6,"On the last day of the school year, 14-year-old Ichika Tachibana is on cleaning duty and gets the daunting task of cleaning a huge mirror. As she cleans, a mysterious girl named Manatsu comes out of the mirror and asks for some homework help... and ends up granting Ichika magical powers for the summer! But these powers come with a price, and both of the girls will learn that before summer's end.","['magic', 'fantasy', 'shoujo-ai', 'drama', 'ecchi']"
Nettai Shoujo,Finished,https://media.kitsu.io/manga/poster_images/610/large.jpg?1434250664,9,1,69.6,"1. The Beginning of Summer (夏の始まり, Natsu no Hajimari)
2. SUIKA
3. Evening Rain Feeling (夕立気分, Yuudachi Kibun)
4. sketch
5. Summer Ants (夏の蟻, Natsu no Ari)
6. Return to the Womb (体内回帰, Tainai Kaiki)
7. The Secret Stream (秘密のせせらぎ, Himitsu no Seseragi)
8. Summer Is All About (夏といえば, Natsu to Ieba)
9. Birthday (バースデイ)","['yuri', 'shoujo-ai', 'slice-of-life']"
Murabito desu ga Nani ka?,Ongoing,https://media.kitsu.io/manga/poster_images/39750/large.jpg?1499816488,,,69.59,"Our protagonist was reincarnated in a world with goblin and dragon....but his optimal job is ""villager."" Using the cheat ""getting one chance to redo life after death"" he will show you what a villager can do.

(Source: Mangatown)",['fantasy']
Hana to Uso to Makoto,Finished,https://media.kitsu.io/manga/poster_images/26624/large.jpg?1438578539,21,1,69.59,"Some time before the June of summer. One day, she suddenly died...

""I"" and the corpse of the girl who should have died, ""Makoto"", spent those false summer days in that apartment.

The relationship between these two sad, distorted people slowly becomes clearer...

(Source: Batoto)","['mystery', 'drama']"
Prison Lab,Ongoing,https://media.kitsu.io/manga/poster_images/37367/large.jpg?1458000174,,0,69.58,"Eyama Aito, a high school student, is the victim of daily bullying. One day a strange letter arrives inviting him to a ""captivity game."" He may choose one person to hold captive for one month with a chance at winning a large amount of money.

He chooses the ringleader of his bullies, Aya Kirishima, and the only rule of the game is to not kill her. Everything else is fair game.

Eyama's revenge begins!

(Source: MU)","['psychological', 'horror']"
