title,status,image,chCount,vCount,rating,userCount,synopsis,genre
Wotaku ni Koi wa Muzukashii,ongoing,https://media.kitsu.io/manga/poster_images/36095/large.jpg?1493933523,,,82.77,9354,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points. (Source: Kodansha Comics)","['comedy', 'slice-of-life', 'romance']"
,,,,,,,,
Love is an Illusion!,ongoing,https://media.kitsu.io/manga/poster_images/40961/large.jpg?1601844221,,,82.76,6456,"Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn’t an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can’t stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild. (Source: Lezhin)",['none']
,,,,,,,,
Oyasumi Punpun,finished,https://media.kitsu.io/manga/poster_images/9964/large.jpg?1450575040,147,13,82.76,16406,"Punpun is an ordinary young boy growing up in Japan whose age of innocence has reached its end after his father is arrested for spousal abuse and putting his mother in the hospital. With his uncle looking after him, Punpun grows into adulthood facing a series of events which change him, for better or worse, forcing him to contemplate just what it means to be an adult.

(Source: ANN)","['psychological', 'slice-of-life', 'drama']"
,,,,,,,,
Remarried Empress,ongoing,https://media.kitsu.io/manga/poster_images/55733/large.jpg?1577562996,,,82.75,490,"Navier was the perfect empress, however, the Emperor wanted a wife, not a colleague. And so, the Emperor abandoned Empress Navier and placed a slave girl beside him. That was fine, until Navier heard the Emperor promise the slave girl the Empress’ position. After much agonizing, Navier decided she would remarry the emperor of the neighboring country.

(Source: NovelUpdates)",['none']
,,,,,,,,
Gyeoul Ji-na Beo-kkoch,ongoing,https://media.kitsu.io/manga/poster_images/53955/large.jpg?1533499263,54,2,82.75,194,"Once young friends, Haebom and Taesung have grown distant after tragedy brought them under one roof as family almost 10 years ago. Things get more complicated in their last year of high school as now they’re... classmates too?!

",['yaoi']
,,,,,,,,
Yagate Kimi ni Naru,finished,https://media.kitsu.io/manga/poster_images/36107/large.jpg?1597699338,50,8,82.75,4777,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and blushes, and yet when a junior high classmate confesses his feelings to her...she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That's when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she's inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself. Has her shoujo romance finally begun?

(Source: Seven Seas Entertainment)","['school', 'shoujo-ai']"
,,,,,,,,
Omniscient Reader's Point of View,ongoing,https://media.kitsu.io/manga/poster_images/56452/large.jpg?1591376694,,,82.75,1229,"‘This is a development that I know of.’ The moment he thought that, the world had been destroyed, and a new universe had unfolded. The new life of an ordinary reader begins within the world of the novel, a novel that he alone had finished.

(Source: MU)",['none']
,,,,,,,,
19 Days,ongoing,https://media.kitsu.io/manga/poster_images/36446/large.jpg?1439668507,,,82.74,7560,The cute and funny bromance of a boy and his best friend. (Source: MU),"['comedy', 'school', 'slice-of-life', 'drama']"
,,,,,,,,
Akuma na Kare to Ikenie Tenshi,finished,https://media.kitsu.io/manga/poster_images/10971/large.jpg?1434273194,5,1,82.73,293,"1. The Lover of the Devil
2. Trance Kiss
3. Trouble Kiss
4. Joker Magic
5. Trance Kiss: Koi Seyo☆Otokonoko","['comedy', 'shoujo-ai', 'romance']"
,,,,,,,,
Mercenary Enrollment,ongoing,https://media.kitsu.io/manga/poster_images/58010/large.jpg?1604954458,,,82.73,204,"Yu Ijin was the sole survivor of a plane crash when he was little. After becoming a mercenary to survive for 10 years, he returns to his family in his hometown.(Source: MU)",['none']
,,,,,,,,
Mercenary Enrollment,ongoing,https://media.kitsu.io/manga/poster_images/58010/large.jpg?1604954458,,,82.73,204,"Yu Ijin was the sole survivor of a plane crash when he was little. After becoming a mercenary to survive for 10 years, he returns to his family in his hometown.(Source: MU)",['none']
,,,,,,,,
Shigatsu wa Kimi no Uso,finished,https://media.kitsu.io/manga/poster_images/16529/large.jpg?1597699461,44,11,82.72,12846,"Kosei Arima was a piano prodigy until his cruel taskmaster of a mother died suddenly, changing his life forever. Driven by his pain to abandon piano, Kosei now lives in a monotonous, colorless world. Having resigned himself to a bland life, he is surprised when he meets Kaori Miyazono, a violinist with an unorthodox style. Can she teach Kosei not just how to play, but how to start living again?

(Source: Kodansha Comics)","['school', 'music', 'drama', 'romance', 'friendship']"
,,,,,,,,
Blue Period,ongoing,https://media.kitsu.io/manga/poster_images/49863/large.jpg?1533497088,,,82.72,1003,"Yatora is the perfect high school student, with good grades and lots of friends. It’s an effortless performance, and, ultimately…a dull one. But he wanders into the art room one day, and a lone painting captures his eye, awakening him to a kind of beauty he never knew. Compelled and consumed, he dives in headfirst — and he’s about to learn how savage and unforgiving art can be! 

(Source: Kodansha Comics)","['school', 'drama']"
,,,,,,,,
Here U Are,finished,https://media.kitsu.io/manga/poster_images/41153/large.jpg?1531151552,157,,82.72,4017,"Receiving the newcomers is a task for Yu Yang, and he ends up helping the unsociable and towering Li Huan, the kind of person that does everything to be disliked. But after better knowing each other, he discovers that the giant isn't that bad of a person at all... 

(Source: MU)

Note: Includes 20 extra chapters.",['drama']
,,,,,,,,
Here U Are,finished,https://media.kitsu.io/manga/poster_images/41153/large.jpg?1531151552,157,,82.72,4017,"Receiving the newcomers is a task for Yu Yang, and he ends up helping the unsociable and towering Li Huan, the kind of person that does everything to be disliked. But after better knowing each other, he discovers that the giant isn't that bad of a person at all... 

(Source: MU)

Note: Includes 20 extra chapters.",['drama']
,,,,,,,,
Ouran Koukou Host Club,finished,https://media.kitsu.io/manga/poster_images/78/large.jpg?1434249552,87,18,82.72,16354,"Haruhi sticks out like a sore thumb as a poor, smart girl who got into the hoity-toity Ouran High School on talent alone. When she mistakenly wanders into the meeting room of the host club and breaks a valuable vase, she's recruited to join the club. Realistic and sarcastic, Haruhi isn't used to being around crazy people like the princely Tamaki, scheming Kyouya, silent Mori, immature Hunny, and devilish Hikaru and Kaoru, but she's got no choice if she ever wants to pay earn what she owes. Too bad the club is made for girls to come and be entertained by gorgeous guys -- and Haruhi's been mistaken for a boy!
Includes chapters of the story ""Romantic Egoist"" in various volumes, starring a pair of twins who play matchmaker with their fellow students, teachers and the like.
(Source: MAL)Note: The final volume contains a special bonus chapter where the group travels to Spain.","['comedy', 'school', 'harem', 'gender-bender', 'drama', 'romance']"
,,,,,,,,
Ouran Koukou Host Club,finished,https://media.kitsu.io/manga/poster_images/78/large.jpg?1434249552,87,18,82.72,16354,"Haruhi sticks out like a sore thumb as a poor, smart girl who got into the hoity-toity Ouran High School on talent alone. When she mistakenly wanders into the meeting room of the host club and breaks a valuable vase, she's recruited to join the club. Realistic and sarcastic, Haruhi isn't used to being around crazy people like the princely Tamaki, scheming Kyouya, silent Mori, immature Hunny, and devilish Hikaru and Kaoru, but she's got no choice if she ever wants to pay earn what she owes. Too bad the club is made for girls to come and be entertained by gorgeous guys -- and Haruhi's been mistaken for a boy!
Includes chapters of the story ""Romantic Egoist"" in various volumes, starring a pair of twins who play matchmaker with their fellow students, teachers and the like.
(Source: MAL)Note: The final volume contains a special bonus chapter where the group travels to Spain.","['comedy', 'school', 'harem', 'gender-bender', 'drama', 'romance']"
,,,,,,,,
Bambi no Tegami,finished,https://media.kitsu.io/manga/poster_images/22253/large.jpg?1434298179,5,1,82.71,308,"For normal people, about one unfortunate event occurs in a 1 day period. But for some reason, it's different for Rinko. Unfortunate things seem to pile up one after another. All Rinko wishes for is to find some happiness in her life. With the upcoming New Year's celebration and a date w/ her best friend, Tatsuyuki, will her hopes and dreams be fulfilled? 
(Source: An Endless Story)","['comedy', 'romance']"
